name,mrp,our_price,category,subcategory,unit,discount,quantity,unit_price,product_url,sub-category,image,status,stock_count,is_dmart_exclusive,productid,brand,imageurl,isavailable,createdat,updatedat,details
Green Zucchini,89.0,,Grocery & Food,Fresh Vegetables,,,250 g,,,,,,,,P5573,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.821113Z,2025-01-11T10:51:47.821113Z,
Cauliflower - Organically grown (Ful Gobhi),21.0,,Grocery & Food,Fresh Vegetables,,,1 piece (200 g - 250 g),,,,,,,,P1594,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.821113Z,2025-01-11T10:51:47.821113Z,
Organic English Cucumber,21.0,,Grocery & Food,Fresh Vegetables,,,1 piece (300 g - 400 g),,,,,,,,P4913,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.821113Z,2025-01-11T10:51:47.821113Z,
Brown Chana Sprouts,62.0,,Grocery & Food,Fresh Vegetables,,,1 unit (150 g - 200 g),,,,,,,,P8911,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.822110Z,2025-01-11T10:51:47.822110Z,
Chenopodium (Bathua),34.0,,Grocery & Food,Fresh Vegetables,,,500 g,,,,,,,,P1747,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.822110Z,2025-01-11T10:51:47.822110Z,
Mint Leaves (Pudina),93.0,,Grocery & Food,Fresh Vegetables,,,1 box,,,,,,,,P7570,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.823110Z,2025-01-11T10:51:47.823110Z,
Yam,39.0,,Grocery & Food,Fresh Vegetables,,,150 g - 160 g,,,,,,,,P1243,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.823110Z,2025-01-11T10:51:47.823110Z,
Veggie Salad Mix,19.0,,Grocery & Food,Fresh Vegetables,,,250 g,,,,,,,,P0832,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.824112Z,2025-01-11T10:51:47.824112Z,
Baby Spinach Hydroponically Grown,18.0,,Baby Products,Baby & Toddler Toys,,,100 g,,,,,,,,P3379,Johnson's Baby,/api/placeholder/200/200,True,2025-01-11T10:51:47.824112Z,2025-01-11T10:51:47.824112Z,
Leek,39.0,,Grocery & Food,Fresh Vegetables,,,250 g,,,,,,,,P9553,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.824112Z,2025-01-11T10:51:47.824112Z,
Sangria Combo,43.0,,Grocery & Food,Fresh Vegetables,,,250 g,,,,,,,,P1968,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.825110Z,2025-01-11T10:51:47.825110Z,
Basil Leaves + Lemon + Fresh Mint Leaves - without roots Combo,103.0,,Grocery & Food,Fresh Vegetables,,,100 g,,,,,,,,P8502,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.825110Z,2025-01-11T10:51:47.825110Z,
Basil Leaves + Lemon + Mint Leaves Bunch - With roots Combo,29.0,,Grocery & Food,Fresh Vegetables,,,200 g,,,,,,,,P9306,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.826110Z,2025-01-11T10:51:47.826110Z,
Basil Leaves - Hydroponically Grown + Lemon + Fresh Mint Leaves - without roots Combo,50.0,,Grocery & Food,Fresh Vegetables,,,100 g + 250 g - 300 g,,,,,,,,P1989,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.826110Z,2025-01-11T10:51:47.826110Z,
Basil Leaves - Hydroponically Grown + Lemon + Mint Leaves Bunch - With roots Combo,278.0,,Grocery & Food,Fresh Vegetables,,,2 pieces (300 g - 400 g) + 2 pieces (240 g - 340 g) + 250 g - 300 g,,,,,,,,P9231,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.827116Z,2025-01-11T10:51:47.827116Z,
Mustard Leaves (Sarso Saag),93.0,,Grocery & Food,Fresh Vegetables,,,50 g + 250 g - 300 g + 100 g,,,,,,,,P2530,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.827116Z,2025-01-11T10:51:47.827116Z,
Lemongrass,87.0,,Grocery & Food,Fresh Vegetables,,,50 g + 250 g - 300 g + 100 g,,,,,,,,P1801,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.828112Z,2025-01-11T10:51:47.828112Z,
Hara Chana Saag,125.0,,Grocery & Food,Fresh Vegetables,,,25 g + 250 g - 300 g + 100 g,,,,,,,,P2107,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.828112Z,2025-01-11T10:51:47.828112Z,
Basil Leaves,120.0,,Grocery & Food,Fresh Vegetables,,,25 g + 250 g - 300 g + 100 g,,,,,,,,P8434,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.829111Z,2025-01-11T10:51:47.829111Z,
Bottle Gourd - Organically Grown,28.0,,Grocery & Food,Fresh Vegetables,,,500 g,,,,,,,,P2337,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.829111Z,2025-01-11T10:51:47.829111Z,
Celery,25.0,,Grocery & Food,Fresh Vegetables,,,100 g,,,,,,,,P5668,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.829111Z,2025-01-11T10:51:47.829111Z,
Bok Choy,17.0,,Grocery & Food,Fresh Vegetables,,,200 g,,,,,,,,P1825,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.830111Z,2025-01-11T10:51:47.830111Z,
Bitter Gourd - Organically grown (Karela),37.0,,Grocery & Food,Fresh Vegetables,,,50 g,,,,,,,,P4644,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.830111Z,2025-01-11T10:51:47.830111Z,
Pumpkin Soup - Combo,60.0,,Grocery & Food,Fresh Vegetables,,,1 piece (400 g - 600 g),,,,,,,,P1905,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.831111Z,2025-01-11T10:51:47.831111Z,
Cremini Mushroom,67.0,,Grocery & Food,Fresh Vegetables,,,250 g,,,,,,,,P0323,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.831111Z,2025-01-11T10:51:47.831111Z,
Yellow Cherry Tomato,66.0,,Grocery & Food,Fresh Vegetables,,,500 g,,,,,,,,P5720,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.831111Z,2025-01-11T10:51:47.831111Z,
Gobhi Paratha Filling Mix,37.0,,Grocery & Food,Fresh Vegetables,,,250 g,,,,,,,,P1843,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.832112Z,2025-01-11T10:51:47.832112Z,
Dill Leaves (Soya),138.0,,Grocery & Food,Fresh Vegetables,,,1 pack (500 g) + 500 g - 700 g + 500 g,,,,,,,,P7272,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.832112Z,2025-01-11T10:51:47.832112Z,
Curly Kale Leaves,198.0,,Grocery & Food,Fresh Vegetables,,,1 box (200 g),,,,,,,,P5449,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.833110Z,2025-01-11T10:51:47.833110Z,
Chinese Combo,98.0,,Grocery & Food,Fresh Vegetables,,,200 gm,,,,,,,,P1698,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.833110Z,2025-01-11T10:51:47.833110Z,
Thyme,33.0,,Grocery & Food,Fresh Vegetables,,,250 g,,,,,,,,P8579,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.833110Z,2025-01-11T10:51:47.833110Z,
Thai Ginger,17.0,,Grocery & Food,Fresh Vegetables,,,100 g,,,,,,,,P2767,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.833110Z,2025-01-11T10:51:47.833110Z,
Sweet Corn Soup - Combo,177.0,,Grocery & Food,Fresh Vegetables,,,100 g,,,,,,,,P4595,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.834496Z,2025-01-11T10:51:47.834496Z,
Amul Taaza Toned Fresh Milk,81.0,,Grocery & Food,Fresh Vegetables,,,150 g + 500 g + 1 piece (400 g - 600 g) + 250 g,,,,,,,,P2822,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.834496Z,2025-01-11T10:51:47.834496Z,
Amul Gold Full Cream Fresh Milk,62.0,,Grocery & Food,Fresh Vegetables,,,20 g,,,,,,,,P5470,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.835506Z,2025-01-11T10:51:47.835506Z,
Mother Dairy Toned Fresh Milk,92.0,,Grocery & Food,Milk,,,100 g,,,,,,,,P0773,Amul,/api/placeholder/200/200,True,2025-01-11T10:51:47.835506Z,2025-01-11T10:51:47.835506Z,
Amul Cow Fresh Milk,162.0,,Grocery & Food,Fresh Vegetables,,,180 g - 200 g + 500 g + 1 piece (125 g - 175 g) + 1 piece (125 g - 175 g),,,,,,,,P2772,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.836505Z,2025-01-11T10:51:47.836505Z,
Mother Dairy Cow Fresh Milk,27.0,,Grocery & Food,Milk,,,500 ml,,,,,,,,P8371,Amul,/api/placeholder/200/200,True,2025-01-11T10:51:47.836505Z,2025-01-11T10:51:47.836505Z,
Mother Dairy Full Cream Fresh Milk,33.0,,Grocery & Food,Milk,,,500 ml,,,,,,,,P9180,Amul,/api/placeholder/200/200,True,2025-01-11T10:51:47.836505Z,2025-01-11T10:51:47.836505Z,
Amul Taaza Homogenised Toned Milk,27.0,,Grocery & Food,Fresh Vegetables,,,500 ml,,,,,,,,P6711,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.837545Z,2025-01-11T10:51:47.837545Z,
Amul Moti Toned Milk (90 Days Shelf Life),28.0,,Grocery & Food,Fresh Vegetables,,,500 ml,,,,,,,,P6486,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.837545Z,2025-01-11T10:51:47.837545Z,
Mother Dairy FIT Life Homogenized Double Toned Milk,28.0,,Grocery & Food,Milk,,,500 ml,,,,,,,,P3958,Amul,/api/placeholder/200/200,True,2025-01-11T10:51:47.837545Z,2025-01-11T10:51:47.837545Z,
Amul Gold Milk,33.0,,Grocery & Food,Fresh Vegetables,,,500 ml,,,,,,,,P3731,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.838676Z,2025-01-11T10:51:47.838676Z,
Yakult Probiotic Health Drink,71.0,,Health & Beauty,Medicines,,,1 l,,,,,,,,P9986,Zandu,/api/placeholder/200/200,True,2025-01-11T10:51:47.838676Z,2025-01-11T10:51:47.838676Z,
Kellogg's Chocos Cereal + Amul Taaza Toned Fresh Milk Combo,33.0,,Grocery & Food,Fresh Vegetables,,,450 ml,,,,,,,,P7241,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.838676Z,2025-01-11T10:51:47.838676Z,
Kellogg's Real Almond Honey Corn Flakes + Amul Taaza Toned Fresh Milk Combo,32.0,,Grocery & Food,Fruit Jams,,,1 unit,,,,,,,,P5823,Kissan,/api/placeholder/200/200,True,2025-01-11T10:51:47.839684Z,2025-01-11T10:51:47.839684Z,
Nestle a+ Nourish Toned Milk,80.0,,Grocery & Food,Fresh Vegetables,,,1 l,,,,,,,,P9442,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.839684Z,2025-01-11T10:51:47.839684Z,
Kellogg's Original Cereals Corn Flakes + Amul Taaza Toned Fresh Milk Combo,90.0,,Grocery & Food,Fresh Vegetables,,,5 x 65 ml,,,,,,,,P2299,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.839684Z,2025-01-11T10:51:47.839684Z,
"Kellogg's Double Chocolaty Fills Chocos (Crunchy Outside, Creamy Inside) + Amul Taaza Toned Fresh Milk Combo",71.0,,Grocery & Food,Fresh Vegetables,,,7 units + 500 ml,,,,,,,,P3941,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.839684Z,2025-01-11T10:51:47.839684Z,
Sofit Vanilla Soy Beverage,100.0,,Grocery & Food,Fresh Vegetables,,,170 g + 500 ml,,,,,,,,P8497,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.840681Z,2025-01-11T10:51:47.840681Z,
Sofit Chocolate Soy Beverage,106.0,,Grocery & Food,Fresh Vegetables,,,1 l,,,,,,,,P5722,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.840681Z,2025-01-11T10:51:47.840681Z,
Sofit Natural Soy Beverage - Pack of 2,193.0,,Grocery & Food,Fresh Vegetables,,,475 g + 500 ml,,,,,,,,P5280,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.840681Z,2025-01-11T10:51:47.840681Z,
"Kellogg's Multigrain Chocos Crunchy Bites, Kids Cereal + Amul Taaza Toned Fresh Milk Combo",183.0,,Grocery & Food,Fresh Vegetables,,,250 g + 500 ml,,,,,,,,P5235,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.840681Z,2025-01-11T10:51:47.840681Z,
Nutty Yogi Organic Cold Pressed Coconut Milk,144.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P2775,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.841681Z,2025-01-11T10:51:47.841681Z,
Amul Lactose Free Milk,144.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P2492,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.841681Z,2025-01-11T10:51:47.841681Z,
Yakult Light Probiotic Health Drink,282.0,,Health & Beauty,Medicines,,,1 unit,,,,,,,,P2115,Zandu,/api/placeholder/200/200,True,2025-01-11T10:51:47.841681Z,2025-01-11T10:51:47.841681Z,
Sorrentina Honestly Italian Black Truffle Chips,181.0,,Grocery & Food,Fresh Vegetables,,,500 ml + 375 g,,,,,,,,P3585,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.841681Z,2025-01-11T10:51:47.841681Z,
Lay's India's Magic Masala Potato Chips (40 g),399.0,,Grocery & Food,Fresh Vegetables,,,400 ml,,,,,,,,P8888,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.842681Z,2025-01-11T10:51:47.842681Z,
Uncle Chipps Spicy Treat Flavour Potato Chips,25.0,,Grocery & Food,Fresh Vegetables,,,250 ml,,,,,,,,P5964,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.842681Z,2025-01-11T10:51:47.842681Z,
Lay's American Style Cream & Onion Potato Chips,100.0,,Grocery & Food,Fresh Fruits,,,5 x 65 ml,,,,,,,,P8655,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.842681Z,2025-01-11T10:51:47.842681Z,
Kurkure Masala Munch Crisps - Pack of 3,69.0,,Grocery & Food,Fresh Vegetables,,,45 g,,,,,,,,P8965,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.842681Z,2025-01-11T10:51:47.842681Z,
Lay's West Indies Hot n Sweet Chilli Flavour Potato Chips,20.0,,Grocery & Food,Fresh Vegetables,,,40 g,,,,,,,,P9313,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.843680Z,2025-01-11T10:51:47.843680Z,
Lay's Chile Limon Flavour Potato Chips,20.0,,Grocery & Food,Fresh Vegetables,,,50 g,,,,,,,,P8891,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.843680Z,2025-01-11T10:51:47.843680Z,
Uncle Chipps Plain Salted Potato Chips,20.0,,Grocery & Food,Fresh Vegetables,,,40 g,,,,,,,,P8522,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.843680Z,2025-01-11T10:51:47.843680Z,
Lay's Crispz Herb & Onion Potato Chips,54.0,,Grocery & Food,Fresh Fruits,,,1 unit,,,,,,,,P4845,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.844682Z,2025-01-11T10:51:47.844682Z,
Lay's Classic Salted Potato Chips,20.0,,Grocery & Food,Fresh Vegetables,,,48 g,,,,,,,,P2278,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.844682Z,2025-01-11T10:51:47.844682Z,
Lay's Spanish Tomato Tango Potato Chips,20.0,,Grocery & Food,Fresh Vegetables,,,40 g,,,,,,,,P4301,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.844682Z,2025-01-11T10:51:47.844682Z,
Kurkure Chilli Chatka Crisps - Pack of 3,40.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P5631,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.844682Z,2025-01-11T10:51:47.844682Z,
Kurkure Puffcorn Yummy Cheese Puffs - Pack of 3,20.0,,Grocery & Food,Fresh Vegetables,,,47 g,,,,,,,,P3170,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.845681Z,2025-01-11T10:51:47.845681Z,
Haldiram's Pudina Treat Chips,20.0,,Grocery & Food,Fresh Vegetables,,,40 g,,,,,,,,P3039,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.845681Z,2025-01-11T10:51:47.845681Z,
Haldiram's Classic Salted Chips,20.0,,Grocery & Food,Fresh Vegetables,,,40 g,,,,,,,,P6450,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.845681Z,2025-01-11T10:51:47.845681Z,
Lay's Sizzling Hot Potato Chips - Pack of 3,54.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P8647,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.845681Z,2025-01-11T10:51:47.845681Z,
Beyond Snack Kerala Original Style Banana Chips - Pack of 2,54.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P2555,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.846680Z,2025-01-11T10:51:47.846680Z,
Lay's India's Magic Masala Potato Chips - Pack of 2,25.0,,Grocery & Food,Fresh Vegetables,,,55 g,,,,,,,,P8575,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.846680Z,2025-01-11T10:51:47.846680Z,
Haldiram's Takatak Chatpata Masala Stick,25.0,,Grocery & Food,Fresh Vegetables,,,55 g,,,,,,,,P6661,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.846680Z,2025-01-11T10:51:47.846680Z,
Lay's Wafer Style - Sundried Chilli Potato Chips,54.0,,Grocery & Food,Almonds,,,1 unit,,,,,,,,P9010,Happilo,/api/placeholder/200/200,True,2025-01-11T10:51:47.846680Z,2025-01-11T10:51:47.846680Z,
Natkhat Classic Wheat Puff Crisps,103.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P4566,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.847680Z,2025-01-11T10:51:47.847680Z,
Lay's Wafer Style - Salt with Pepper Potato Chips,80.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P6793,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.847680Z,2025-01-11T10:51:47.847680Z,
Kurkure Green Chutney Crisps,25.0,,Grocery & Food,Fresh Vegetables,,,105 g,,,,,,,,P4698,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.847680Z,2025-01-11T10:51:47.847680Z,
Lay's Maxx Macho Chilli Potato Chips,20.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P7600,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.847680Z,2025-01-11T10:51:47.847680Z,
Uncle Chipps Spicy Treat Potato Chips,40.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P2595,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.848682Z,2025-01-11T10:51:47.848682Z,
Haldiram's Snac Lite Fun Fingers Lightly Spiced Namkeen,20.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P3069,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.848682Z,2025-01-11T10:51:47.848682Z,
Haldiram's Snac Lite Fun Wheels Spicy Masala Namkeen,20.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P1762,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.848682Z,2025-01-11T10:51:47.848682Z,
Bingo Tedhe Medhe Masala Tadka Crisps - Pack of 3,27.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P6702,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.848682Z,2025-01-11T10:51:47.848682Z,
Chheda's Yellow Banana Chips (Salted),40.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P3117,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.849681Z,2025-01-11T10:51:47.849681Z,
Bingo Mad Angles Achaari Masti Crisps - Pack of 3,25.0,,Grocery & Food,Fresh Vegetables,,,85 g,,,,,,,,P9973,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.849681Z,2025-01-11T10:51:47.849681Z,
Lay's American Style Cream & Onion Flavour Potato Chips + Saucery Roasted Garlic & Spring Onion Dip Combo,25.0,,Grocery & Food,Fresh Fruits,,,85 g,,,,,,,,P9826,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.849681Z,2025-01-11T10:51:47.849681Z,
Lay's Wafer Style - Sundried Chilli Potato Chips + Saucery Roasted Garlic & Spring Onion Dip Combo,45.0,,Grocery & Food,Fresh Fruits,,,1 unit,,,,,,,,P9461,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.849681Z,2025-01-11T10:51:47.849681Z,
Too Yumm Classic Salted Wafers Potato Chips,74.0,,Grocery & Food,Fresh Vegetables,,,170 g,,,,,,,,P2437,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.849681Z,2025-01-11T10:51:47.849681Z,
Bingo Hashtags Spicy Masala Potato Chips - Pack of 2,54.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P0707,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.850681Z,2025-01-11T10:51:47.850681Z,
Too Yumm Kashmiri Chilli Potato Chips,200.0,,Grocery & Food,Fresh Vegetables,,,90 g + 150 g,,,,,,,,P9784,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.850681Z,2025-01-11T10:51:47.850681Z,
Too Yumm Spicy Chilli Wafers Potato Chips - Pack of 2,178.0,,Grocery & Food,Fresh Vegetables,,,40 g + 150 g,,,,,,,,P5996,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.850681Z,2025-01-11T10:51:47.850681Z,
Lay's Gourmet Potato Chips - Vintage Cheese & Paprika Flavour + Saucery Roasted Garlic & Spring Onion Dip Combo,43.0,,Grocery & Food,Fresh Fruits,,,1 unit,,,,,,,,P6304,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.850681Z,2025-01-11T10:51:47.850681Z,
Crax Curls Chatpata Masala Crisps - Pack of 3,40.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P2353,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.851681Z,2025-01-11T10:51:47.851681Z,
Lay's American Style Cream & Onion Flavour Potato Chips,47.0,,Grocery & Food,Fresh Fruits,,,1 unit,,,,,,,,P9851,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.851681Z,2025-01-11T10:51:47.851681Z,
Kurkure Sizzlin' Hot Crisps - Pack of 3,80.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P7594,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.851681Z,2025-01-11T10:51:47.851681Z,
Pringles Sour Cream & Onion Potato Chips,200.0,,Grocery & Food,Fresh Fruits,,,80 g + 150 g,,,,,,,,P8546,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.851681Z,2025-01-11T10:51:47.851681Z,
Saucery Hummus Dip + Lay's Chile Limon Flavour Potato Chips Combo,108.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P3168,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.852680Z,2025-01-11T10:51:47.852680Z,
Gulab Potato Wafers,30.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P1490,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.852680Z,2025-01-11T10:51:47.852680Z,
Lay's Gourmet Potato Chips - Thai Sweet Chilli Flavour + Saucery Hummus Dip Combo,48.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P7415,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.852680Z,2025-01-11T10:51:47.852680Z,
Lay's India's Magic Masala Potato Chips (40 g) + Saucery Hummus Dip Combo,104.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P5565,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.852680Z,2025-01-11T10:51:47.852680Z,
Crax Corn Rings Masala Mania Crisps - Pack of 3,178.0,,Grocery & Food,Fresh Vegetables,,,40 g + 150 g,,,,,,,,P2491,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.853680Z,2025-01-11T10:51:47.853680Z,
Kurkure Playz Puffcorn Yummy Cheese Puffs,38.0,,Grocery & Food,Fresh Vegetables,,,150 g,,,,,,,,P6276,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.853680Z,2025-01-11T10:51:47.853680Z,
Snackible Peri Peri Ragi Chips,200.0,,Grocery & Food,Fresh Vegetables,,,80 g + 150 g,,,,,,,,P8668,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.853680Z,2025-01-11T10:51:47.853680Z,
Bingo Original Style Chilli Potato Chips - Pack of 4,178.0,,Grocery & Food,Fresh Vegetables,,,40 g + 150 g,,,,,,,,P8502,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.854682Z,2025-01-11T10:51:47.854682Z,
Peppy Cheese Balls - Pack of 4,66.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P6350,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.854682Z,2025-01-11T10:51:47.854682Z,
Pringles Original Potato Chips,40.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P5229,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.854682Z,2025-01-11T10:51:47.854682Z,
Kurkure Chaat Fills Crisps (Papdi Chaat Twist),48.0,,Grocery & Food,Fresh Vegetables,,,55 g,,,,,,,,P2337,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.854682Z,2025-01-11T10:51:47.854682Z,
Wingreens Farms Butter Garlic Naan Chips (Pouch) + Wingreens Farms Garlic Dip Combo,72.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P2741,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.856691Z,2025-01-11T10:51:47.856691Z,
Lay's Gourmet Potato Chips - Thai Sweet Chilli Flavour - Pack of 2,120.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P5703,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.856691Z,2025-01-11T10:51:47.856691Z,
Beyond Snack Original Style Kerala Banana Chips - Pack of 2,104.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P2380,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.856691Z,2025-01-11T10:51:47.856691Z,
Chheda's Long Masala Banana Chips,20.0,,Grocery & Food,Fresh Vegetables,,,40 g,,,,,,,,P9163,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.857682Z,2025-01-11T10:51:47.857682Z,
Beyond Snack Peri Peri Kerala Banana Chips - Pack of 2,192.0,,Grocery & Food,Fresh Vegetables,,,60 g + 150 g,,,,,,,,P0207,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.857682Z,2025-01-11T10:51:47.857682Z,
Beyond Snack Hot and Sweet Chilli Kerala Banana Chips - Pack of 2,80.0,,Grocery & Food,Fresh Vegetables,,,1 unit,,,,,,,,P7185,Fresho,/api/placeholder/200/200,True,2025-01-11T10:51:47.857682Z,2025-01-11T10:51:47.857682Z,
